phase,label,backend,batch,simd,omp,mpi,ranks,threads,nx,ny,nz,steps,px,py,pz,wall_ms,mpi_ms,eta_ms,zeta_ms,u_ms,psi_ms,philow_ms,phihigh_ms,pressure_ms,porosity_ms,untimed_ms,cellstep_1e8s,rss_mb,l2_ux,l2_p,g_ms,status,note
12_matrix_hybrid,schur R=7 T=1 s1,schur,64,1,1,1,7,1,224,224,224,4,7,1,1,793.516,118.244,560.801,27.312,46.949,37.498,22.776,27.605,5.199,0.000,65.376,49.421,214.4,,,,ok,
12_matrix_hybrid,schur R=7 T=2 s1,schur,64,1,1,1,7,2,224,224,224,4,7,1,1,2252.907,1050.263,1592.752,19.670,33.210,516.293,11.750,14.114,3.949,0.000,61.169,140.303,214.4,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=4 s1,schur,64,1,1,1,7,4,224,224,224,4,7,1,1,2610.550,1492.329,1939.452,16.779,26.786,536.311,7.780,8.922,3.238,0.000,71.282,162.587,213.5,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=7 s1,schur,64,1,1,1,7,7,224,224,224,4,7,1,1,3075.131,1854.310,2303.352,8.808,14.128,684.212,4.542,4.873,1.699,0.000,53.517,191.522,213.5,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=8 s1,schur,64,1,1,1,7,8,224,224,224,4,7,1,1,2778.878,1394.110,2094.899,8.514,12.732,594.249,4.016,4.196,1.656,0.000,58.616,173.040,214.4,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=14 s1,schur,64,1,1,1,7,14,224,224,224,4,7,1,1,9191.815,1978.106,6937.103,9.337,12.670,2171.267,2.944,3.289,1.738,0.000,53.467,572.472,213.5,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=8 T=1 s1,schur,64,1,1,1,8,1,224,224,224,4,2,2,2,968.512,88.888,394.219,241.306,234.395,27.148,21.668,25.663,5.049,0.000,19.064,68.936,184.6,,,,ok,
12_matrix_hybrid,schur R=8 T=2 s1,schur,64,1,1,1,8,2,224,224,224,4,2,2,2,2245.762,657.231,649.594,546.169,553.341,122.737,148.954,177.299,2.234,0.000,45.434,159.408,183.8,,,,ok,
12_matrix_hybrid,schur R=8 T=4 s1,schur,64,1,1,1,8,4,224,224,224,4,2,2,2,2996.557,1015.249,697.805,721.781,798.844,173.645,236.839,279.309,1.151,0.000,87.183,213.241,182.9,,,,ok,
12_matrix_hybrid,schur R=8 T=7 s1,schur,64,1,1,1,8,7,224,224,224,4,2,2,2,3117.230,1351.714,704.923,763.278,819.802,166.877,222.544,245.865,0.889,0.000,193.052,220.950,181.1,,,,ok,
12_matrix_hybrid,schur R=8 T=8 s1,schur,64,1,1,1,8,8,224,224,224,4,2,2,2,12186.010,1780.255,3099.394,2863.744,2807.494,1025.852,1094.011,939.001,1.045,0.000,355.469,864.875,180.2,,,,ok,
12_matrix_hybrid,schur R=8 T=14 s1,schur,64,1,1,1,8,14,224,224,224,4,2,2,2,11819.287,1492.305,3073.054,2900.751,2871.266,930.901,1001.484,970.281,1.012,0.000,70.538,840.750,177.6,,,,ok,
12_matrix_hybrid,schur R=14 T=1 s1,schur,64,1,1,1,14,1,224,224,224,4,7,2,1,523.199,93.721,294.853,107.541,25.425,22.780,14.116,14.086,4.741,0.000,39.657,65.159,117.2,,,,ok,
12_matrix_hybrid,schur R=14 T=2 s1,schur,64,1,1,1,14,2,224,224,224,4,7,2,1,2814.335,1651.320,1268.807,779.032,10.883,393.978,181.580,6.983,1.144,0.000,171.928,348.901,116.4,,,,ok,
12_matrix_hybrid,schur R=14 T=4 s1,schur,64,1,1,1,14,4,224,224,224,4,7,2,1,3261.064,1928.480,1505.384,788.986,6.841,519.154,239.836,4.170,0.924,0.000,195.769,404.476,115.5,,,,ok,
12_matrix_hybrid,schur R=14 T=7 s1,schur,64,1,1,1,14,7,224,224,224,4,7,2,1,16886.606,3270.637,6491.589,5626.269,6.312,2393.054,2111.748,2.661,0.518,0.000,254.455,2103.205,115.5,,,,ok,
12_matrix_hybrid,schur R=14 T=8 s1,schur,64,1,1,1,14,8,224,224,224,4,7,2,1,16580.250,3110.677,6221.208,5734.491,5.400,2361.878,2167.738,2.362,0.509,0.000,86.664,2063.360,115.5,,,,ok,
12_matrix_hybrid,schur R=28 T=1 s1,schur,64,1,1,1,28,1,224,224,224,4,7,2,2,395.375,69.436,175.388,65.560,83.966,16.915,9.448,9.760,4.637,0.000,29.701,98.497,67.4,,,,ok,
12_matrix_hybrid,schur R=28 T=2 s1,schur,64,1,1,1,28,2,224,224,224,4,7,2,2,1742.271,1061.437,540.386,324.803,251.479,149.352,90.340,63.230,0.759,0.000,321.922,428.651,66.5,,,,ok,
12_matrix_hybrid,schur R=28 T=4 s1,schur,64,1,1,1,28,4,224,224,224,4,7,2,2,11121.610,2442.676,2940.841,2549.466,2564.256,1075.425,914.477,914.235,0.409,0.000,162.501,2760.746,66.5,,,,ok,
12_matrix_hybrid,schur R=56 T=1 s1,schur,64,1,1,1,56,1,224,224,224,4,7,4,2,210.961,56.656,93.118,42.801,40.212,8.815,5.304,4.855,1.629,0.000,14.227,105.057,42.9,,,,ok,
12_matrix_hybrid,schur R=56 T=2 s1,schur,64,1,1,1,56,2,224,224,224,4,7,4,2,7820.933,2833.875,2514.763,1932.418,1278.284,705.057,737.707,352.790,0.403,0.000,299.511,3889.917,42.9,,,,ok,
12_matrix_hybrid,pipeline R=1 T=4 s1,pipeline,64,1,1,1,1,4,224,224,224,4,1,1,1,7319.013,0.019,4692.422,943.545,979.459,312.621,195.356,187.333,8.271,0.000,0.006,65.119,1837.5,,,,ok,
12_matrix_hybrid,pipeline R=1 T=7 s1,pipeline,64,1,1,1,1,7,224,224,224,4,1,1,1,7516.116,0.018,4780.705,1007.069,1019.309,313.904,198.005,191.407,5.709,0.000,0.008,66.873,1834.0,,,,ok,
12_matrix_hybrid,pipeline R=1 T=8 s1,pipeline,64,1,1,1,1,8,224,224,224,4,1,1,1,7511.140,0.019,4810.391,976.473,991.748,341.887,196.443,188.866,5.328,0.000,0.004,66.829,1836.6,,,,ok,
12_matrix_hybrid,pipeline R=1 T=14 s1,pipeline,64,1,1,1,1,14,224,224,224,4,1,1,1,7460.151,0.018,4740.843,960.086,1044.730,316.077,201.495,192.391,4.522,0.000,0.007,66.375,1827.9,,,,ok,
12_matrix_hybrid,pipeline R=1 T=28 s1,pipeline,64,1,1,1,1,28,224,224,224,4,1,1,1,8567.757,0.019,5336.965,1199.588,1209.461,341.507,244.877,230.696,4.656,0.000,0.007,76.230,1827.0,,,,ok,
12_matrix_hybrid,pipeline R=1 T=56 s1,pipeline,64,1,1,1,1,56,224,224,224,4,1,1,1,8801.064,0.021,5563.269,1188.758,1198.245,371.380,241.843,232.897,4.663,0.000,0.009,78.305,1791.1,,,,ok,
12_matrix_hybrid,pipeline R=1 T=112 s1,pipeline,64,1,1,1,1,112,224,224,224,4,1,1,1,11843.210,0.022,7588.181,1614.325,1582.256,458.299,294.635,300.279,5.225,0.000,0.010,105.372,1804.2,,,,ok,
12_matrix_hybrid,pipeline R=2 T=1 s1,pipeline,64,1,1,1,2,1,224,224,224,4,2,1,1,3588.718,60.456,2232.884,454.509,487.794,163.883,93.744,91.220,13.698,0.000,50.986,63.859,933.6,,,,ok,
12_matrix_hybrid,pipeline R=2 T=2 s1,pipeline,64,1,1,1,2,2,224,224,224,4,2,1,1,3626.888,138.142,2295.769,441.067,462.965,155.206,97.090,91.623,7.420,0.000,75.748,64.539,933.6,,,,ok,
12_matrix_hybrid,pipeline R=2 T=4 s1,pipeline,64,1,1,1,2,4,224,224,224,4,2,1,1,3725.363,109.513,2360.679,487.907,482.079,149.855,97.391,94.618,4.595,0.000,48.239,66.291,931.9,,,,ok,
12_matrix_hybrid,pipeline R=2 T=7 s1,pipeline,64,1,1,1,2,7,224,224,224,4,2,1,1,3737.350,91.832,2349.102,491.326,489.185,151.898,100.485,96.104,2.757,0.000,56.493,66.504,929.2,,,,ok,
12_matrix_hybrid,pipeline R=2 T=8 s1,pipeline,64,1,1,1,2,8,224,224,224,4,2,1,1,3762.998,117.481,2374.632,490.104,494.548,150.577,99.051,95.175,2.689,0.000,56.222,66.961,931.9,,,,ok,
12_matrix_hybrid,pipeline R=2 T=14 s1,pipeline,64,1,1,1,2,14,224,224,224,4,2,1,1,3715.251,176.060,2350.593,465.053,470.223,151.916,98.532,95.776,2.176,0.000,80.982,66.111,923.1,,,,ok,
12_matrix_hybrid,pipeline R=2 T=28 s1,pipeline,64,1,1,1,2,28,224,224,224,4,2,1,1,4352.142,146.644,2702.408,582.167,592.066,166.931,120.146,116.182,2.233,0.000,70.009,77.444,910.9,,,,ok,
12_matrix_hybrid,pipeline R=2 T=56 s1,pipeline,64,1,1,1,2,56,224,224,224,4,2,1,1,5840.871,134.155,3665.294,764.953,796.665,215.854,145.779,151.244,2.055,0.000,99.027,103.935,911.8,,,,ok,
12_matrix_hybrid,pipeline R=4 T=1 s1,pipeline,64,1,1,1,4,1,224,224,224,4,2,2,1,1887.631,86.527,1127.615,254.300,241.840,90.843,53.226,47.397,7.773,0.000,64.637,67.179,478.6,,,,ok,
12_matrix_hybrid,pipeline R=4 T=2 s1,pipeline,64,1,1,1,4,2,224,224,224,4,2,2,1,1910.404,108.336,1165.039,263.695,247.487,78.199,50.834,48.840,4.884,0.000,51.426,67.989,477.8,,,,ok,
12_matrix_hybrid,pipeline R=4 T=4 s1,pipeline,64,1,1,1,4,4,224,224,224,4,2,2,1,1899.986,86.074,1153.960,291.411,249.998,74.867,52.396,48.413,2.388,0.000,26.553,67.619,477.8,,,,ok,
12_matrix_hybrid,pipeline R=4 T=7 s1,pipeline,64,1,1,1,4,7,224,224,224,4,2,2,1,1893.068,91.861,1154.478,267.631,247.803,75.025,54.753,48.368,1.683,0.000,43.327,67.372,476.0,,,,ok,
12_matrix_hybrid,pipeline R=4 T=8 s1,pipeline,64,1,1,1,4,8,224,224,224,4,2,2,1,1909.184,110.016,1170.646,275.847,243.102,76.729,51.864,48.330,1.884,0.000,40.782,67.946,475.1,,,,ok,
12_matrix_hybrid,pipeline R=4 T=14 s1,pipeline,64,1,1,1,4,14,224,224,224,4,2,2,1,2189.721,118.458,1297.898,338.882,290.507,88.663,64.877,58.087,1.348,0.000,49.459,77.930,476.0,,,,ok,
12_matrix_hybrid,pipeline R=4 T=28 s1,pipeline,64,1,1,1,4,28,224,224,224,4,2,2,1,3008.176,157.867,1827.635,485.656,398.966,111.273,76.005,75.541,1.638,0.000,31.462,107.058,465.5,,,,ok,
12_matrix_hybrid,pipeline R=7 T=1 s1,pipeline,64,1,1,1,7,1,224,224,224,4,7,1,1,977.527,72.543,515.391,126.704,147.712,50.099,27.633,28.110,5.050,0.000,76.828,60.881,288.8,,,,ok,
12_matrix_hybrid,pipeline R=7 T=2 s1,pipeline,64,1,1,1,7,2,224,224,224,4,7,1,1,986.386,101.193,517.922,138.122,141.612,51.714,27.655,28.200,4.547,0.000,76.614,61.433,287.0,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,pipeline R=7 T=4 s1,pipeline,64,1,1,1,7,4,224,224,224,4,7,1,1,1171.489,107.852,631.583,170.654,172.869,52.169,33.899,34.998,3.210,0.000,72.107,72.961,287.9,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,pipeline R=7 T=7 s1,pipeline,64,1,1,1,7,7,224,224,224,4,7,1,1,1124.200,98.407,610.907,169.410,168.269,51.554,33.521,33.429,2.087,0.000,55.023,69.910,287.0,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,pipeline R=7 T=8 s1,pipeline,64,1,1,1,7,8,224,224,224,4,7,1,1,1158.160,111.516,626.500,167.792,168.552,51.012,33.642,33.899,1.022,0.000,75.741,72.131,287.9,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,pipeline R=7 T=14 s1,pipeline,64,1,1,1,7,14,224,224,224,4,7,1,1,1525.557,125.203,898.408,212.034,224.529,54.631,40.894,44.642,1.433,0.000,48.986,94.852,287.0,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,pipeline R=8 T=1 s1,pipeline,64,1,1,1,8,1,224,224,224,4,2,2,2,974.887,57.651,578.467,129.782,131.335,45.190,26.513,25.459,4.804,0.000,33.337,69.391,248.5,,,,ok,
12_matrix_hybrid,pipeline R=8 T=2 s1,pipeline,64,1,1,1,8,2,224,224,224,4,2,2,2,954.261,62.107,558.545,142.686,122.714,42.687,30.756,26.740,2.291,0.000,27.842,67.922,248.5,,,,ok,
12_matrix_hybrid,pipeline R=8 T=4 s1,pipeline,64,1,1,1,8,4,224,224,224,4,2,2,2,976.780,68.437,582.497,128.472,129.804,41.428,27.299,25.056,1.629,0.000,40.595,69.525,245.9,,,,ok,
12_matrix_hybrid,pipeline R=8 T=7 s1,pipeline,64,1,1,1,8,7,224,224,224,4,2,2,2,1104.046,67.953,625.082,192.454,159.787,44.180,31.130,29.761,1.866,0.000,19.786,78.584,246.8,,,,ok,
12_matrix_hybrid,pipeline R=8 T=8 s1,pipeline,64,1,1,1,8,8,224,224,224,4,2,2,2,1363.121,80.798,829.399,199.618,187.840,53.827,33.726,34.071,1.875,0.000,22.765,97.024,244.1,,,,ok,
12_matrix_hybrid,pipeline R=8 T=14 s1,pipeline,64,1,1,1,8,14,224,224,224,4,2,2,2,1510.107,103.147,889.608,227.876,230.930,59.020,38.654,39.172,1.754,0.000,23.093,107.486,242.4,,,,ok,
12_matrix_hybrid,pipeline R=14 T=1 s1,pipeline,64,1,1,1,14,1,224,224,224,4,7,2,1,533.427,60.909,263.876,73.997,71.004,31.536,14.931,15.526,4.594,0.000,57.963,66.444,153.1,,,,ok,
12_matrix_hybrid,pipeline R=14 T=2 s1,pipeline,64,1,1,1,14,2,224,224,224,4,7,2,1,482.462,53.729,249.625,75.604,70.277,25.522,14.389,14.531,1.593,0.000,30.921,60.096,152.2,,,,ok,
12_matrix_hybrid,pipeline R=14 T=4 s1,pipeline,64,1,1,1,14,4,224,224,224,4,7,2,1,559.132,50.789,297.084,88.881,82.298,25.395,17.409,17.153,1.466,0.000,29.446,69.646,152.2,,,,ok,
12_matrix_hybrid,pipeline R=14 T=7 s1,pipeline,64,1,1,1,14,7,224,224,224,4,7,2,1,772.671,68.254,425.712,119.016,116.149,29.560,20.998,21.651,2.958,0.000,36.627,96.245,152.2,,,,ok,
12_matrix_hybrid,pipeline R=14 T=8 s1,pipeline,64,1,1,1,14,8,224,224,224,4,7,2,1,772.303,69.119,426.170,119.186,115.765,30.303,21.088,21.641,1.802,0.000,36.348,96.199,151.4,,,,ok,
12_matrix_hybrid,pipeline R=28 T=1 s1,pipeline,64,1,1,1,28,1,224,224,224,4,7,2,2,377.250,55.302,170.892,53.374,56.653,23.607,11.249,11.721,4.707,0.000,45.047,93.982,85.8,,,,ok,
12_matrix_hybrid,pipeline R=28 T=2 s1,pipeline,64,1,1,1,28,2,224,224,224,4,7,2,2,306.033,40.913,151.801,49.921,45.933,15.647,8.895,9.834,1.324,0.000,22.678,76.240,84.9,,,,ok,
12_matrix_hybrid,pipeline R=28 T=4 s1,pipeline,64,1,1,1,28,4,224,224,224,4,7,2,2,416.884,57.464,220.909,60.337,65.404,17.860,10.911,11.482,1.856,0.000,28.125,103.856,84.9,,,,ok,
12_matrix_hybrid,pipeline R=56 T=1 s1,pipeline,64,1,1,1,56,1,224,224,224,4,7,4,2,189.769,39.706,83.409,30.312,29.243,11.666,5.710,6.379,1.990,0.000,21.060,93.312,51.6,,,,ok,
12_matrix_hybrid,pipeline R=56 T=2 s1,pipeline,64,1,1,1,56,2,224,224,224,4,7,4,2,238.675,43.903,115.230,39.519,34.499,12.003,6.563,6.644,1.883,0.000,22.334,118.313,51.6,,,,ok,
12_matrix_hybrid,schur R=1 T=4 s1,schur,64,1,1,1,1,4,128,128,128,10,1,1,1,177.286,0.006,128.438,10.485,14.166,8.676,7.317,7.329,0.867,0.000,0.008,8.454,263.4,,,,ok,
12_matrix_hybrid,schur R=1 T=7 s1,schur,64,1,1,1,1,7,128,128,128,10,1,1,1,105.624,0.001,75.571,6.307,8.781,5.563,4.385,4.377,0.634,0.000,0.006,5.037,263.4,,,,ok,
12_matrix_hybrid,schur R=1 T=8 s1,schur,64,1,1,1,1,8,128,128,128,10,1,1,1,97.023,0.001,66.656,4.874,11.308,5.949,3.348,4.332,0.551,0.000,0.005,4.626,263.3,,,,ok,
12_matrix_hybrid,schur R=1 T=14 s1,schur,64,1,1,1,1,14,128,128,128,10,1,1,1,59.576,0.001,40.689,4.368,5.996,3.550,2.275,2.251,0.441,0.000,0.006,2.841,263.4,,,,ok,
12_matrix_hybrid,schur R=1 T=28 s1,schur,64,1,1,1,1,28,128,128,128,10,1,1,1,42.522,0.002,28.171,3.858,4.689,2.771,1.332,1.333,0.362,0.000,0.006,2.028,266.5,,,,ok,
12_matrix_hybrid,schur R=1 T=56 s1,schur,64,1,1,1,1,56,128,128,128,10,1,1,1,40.277,0.001,29.041,2.397,3.990,2.452,0.837,1.149,0.401,0.000,0.010,1.921,309.3,,,,ok,
12_matrix_hybrid,schur R=1 T=112 s1,schur,64,1,1,1,1,112,128,128,128,10,1,1,1,62.997,0.001,51.153,3.001,4.149,2.501,0.863,0.904,0.413,0.000,0.013,3.004,351.3,,,,ok,
12_matrix_hybrid,schur R=2 T=1 s1,schur,64,1,1,1,2,1,128,128,128,10,2,1,1,390.956,19.830,291.014,19.172,26.182,16.753,13.671,15.027,1.640,0.000,7.497,37.282,141.8,,,,ok,
12_matrix_hybrid,schur R=2 T=2 s1,schur,64,1,1,1,2,2,128,128,128,10,2,1,1,533.303,94.226,416.114,9.491,12.664,72.965,6.805,7.029,0.835,0.000,7.400,50.856,142.6,,,,ok,
12_matrix_hybrid,schur R=2 T=4 s1,schur,64,1,1,1,2,4,128,128,128,10,2,1,1,976.045,272.260,730.226,4.983,6.766,215.156,3.700,3.802,0.546,0.000,10.866,93.076,140.0,,,,ok,
12_matrix_hybrid,schur R=2 T=7 s1,schur,64,1,1,1,2,7,128,128,128,10,2,1,1,929.010,256.904,704.375,3.210,4.360,202.163,2.296,2.329,0.401,0.000,9.876,88.595,140.0,,,,ok,
12_matrix_hybrid,schur R=2 T=8 s1,schur,64,1,1,1,2,8,128,128,128,10,2,1,1,922.153,247.435,687.494,3.024,3.859,214.770,1.923,1.985,0.361,0.000,8.737,87.943,140.0,,,,ok,
12_matrix_hybrid,schur R=2 T=14 s1,schur,64,1,1,1,2,14,128,128,128,10,2,1,1,1270.666,290.954,967.984,2.539,3.432,286.178,1.250,1.219,0.295,0.000,7.769,121.180,136.6,,,,ok,
12_matrix_hybrid,schur R=2 T=28 s1,schur,64,1,1,1,2,28,128,128,128,10,2,1,1,3174.775,368.830,2375.775,2.011,2.862,779.766,0.933,0.791,0.272,0.000,12.365,302.752,174.3,,,,ok,
12_matrix_hybrid,schur R=2 T=56 s1,schur,64,1,1,1,2,56,128,128,128,10,2,1,1,7813.323,452.532,5854.202,2.199,2.741,1937.725,0.916,0.715,0.273,0.000,14.552,745.136,181.8,,,,ok,
12_matrix_hybrid,schur R=4 T=1 s1,schur,64,1,1,1,4,1,128,128,128,10,2,2,1,256.305,19.585,145.135,66.886,13.795,8.973,8.088,7.444,0.761,0.000,5.223,48.885,79.6,,,,ok,
12_matrix_hybrid,schur R=4 T=2 s1,schur,64,1,1,1,4,2,128,128,128,10,2,2,1,1185.281,424.132,354.791,505.819,7.472,72.364,135.099,3.976,0.547,0.000,105.213,225.064,79.6,,,,ok,
12_matrix_hybrid,schur R=4 T=4 s1,schur,64,1,1,1,4,4,128,128,128,10,2,2,1,1982.758,714.746,644.229,804.748,4.053,186.815,234.923,2.110,0.279,0.000,105.601,378.127,78.8,,,,ok,
12_matrix_hybrid,schur R=4 T=7 s1,schur,64,1,1,1,4,7,128,128,128,10,2,2,1,2133.189,889.259,739.267,825.233,2.641,209.061,248.183,1.431,0.236,0.000,107.137,406.013,77.9,,,,ok,
12_matrix_hybrid,schur R=4 T=8 s1,schur,64,1,1,1,4,8,128,128,128,10,2,2,1,2167.195,943.002,738.738,792.649,2.575,222.092,219.004,1.172,0.212,0.000,190.753,412.329,76.1,,,,ok,
12_matrix_hybrid,schur R=4 T=14 s1,schur,64,1,1,1,4,14,128,128,128,10,2,2,1,2132.020,450.916,812.873,792.945,2.506,243.311,245.694,1.174,0.206,0.000,33.311,406.651,75.2,,,,ok,
12_matrix_hybrid,schur R=4 T=28 s1,schur,64,1,1,1,4,28,128,128,128,10,2,2,1,12550.832,915.963,4708.829,4691.591,2.302,1561.950,1540.686,0.744,0.134,0.000,44.596,2393.502,94.6,,,,ok,
12_matrix_hybrid,schur R=7 T=1 s1,schur,64,1,1,1,7,1,128,128,128,10,7,1,1,145.315,22.197,102.075,6.159,9.897,6.630,4.385,5.636,0.547,0.000,9.986,46.681,56.0,,,,ok,
12_matrix_hybrid,schur R=7 T=2 s1,schur,64,1,1,1,7,2,128,128,128,10,7,1,1,1213.874,630.858,888.476,4.169,6.054,297.942,2.240,2.491,0.368,0.000,12.134,389.930,56.0,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=4 s1,schur,64,1,1,1,7,4,128,128,128,10,7,1,1,1640.537,1065.037,1224.070,2.821,4.162,393.582,1.396,1.578,0.273,0.000,12.655,526.922,53.4,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=7 s1,schur,64,1,1,1,7,7,128,128,128,10,7,1,1,1510.894,956.491,1140.268,1.834,2.343,353.035,0.850,0.866,0.162,0.000,11.536,485.302,54.2,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=8 s1,schur,64,1,1,1,7,8,128,128,128,10,7,1,1,1424.631,890.092,1078.690,1.344,2.028,328.526,0.758,0.716,0.163,0.000,12.406,457.643,51.6,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=7 T=14 s1,schur,64,1,1,1,7,14,128,128,128,10,7,1,1,5055.401,1216.333,3701.286,1.643,2.292,1335.774,0.571,0.543,0.130,0.000,13.162,1623.897,54.2,,,,ok,7 rank non si dividono fra 2 socket: niente localita' NUMA
12_matrix_hybrid,schur R=8 T=1 s1,schur,64,1,1,1,8,1,128,128,128,10,2,2,2,164.396,12.591,72.926,33.268,41.451,4.967,4.083,4.273,0.532,0.000,2.896,62.712,48.1,,,,ok,
12_matrix_hybrid,schur R=8 T=2 s1,schur,64,1,1,1,8,2,128,128,128,10,2,2,2,982.558,419.880,189.551,235.785,267.696,31.211,69.352,84.970,0.259,0.000,103.734,372.608,48.1,,,,ok,
12_matrix_hybrid,schur R=8 T=4 s1,schur,64,1,1,1,8,4,128,128,128,10,2,2,2,1532.762,670.566,286.950,427.650,410.266,67.847,121.530,133.336,0.164,0.000,85.019,582.529,47.2,,,,ok,
12_matrix_hybrid,schur R=8 T=7 s1,schur,64,1,1,1,8,7,128,128,128,10,2,2,2,1541.080,852.952,265.085,405.992,410.816,76.597,110.518,139.627,0.138,0.000,132.307,587.341,45.5,,,,ok,
12_matrix_hybrid,schur R=8 T=8 s1,schur,64,1,1,1,8,8,128,128,128,10,2,2,2,7135.042,1122.718,1624.145,1743.510,1727.178,601.003,694.704,624.702,0.127,0.000,119.673,2720.772,45.5,,,,ok,
12_matrix_hybrid,schur R=8 T=14 s1,schur,64,1,1,1,8,14,128,128,128,10,2,2,2,6688.139,921.840,1565.326,1667.709,1659.491,558.313,604.164,611.011,0.138,0.000,21.987,2550.142,42.0,,,,ok,
12_matrix_hybrid,schur R=14 T=1 s1,schur,64,1,1,1,14,1,128,128,128,10,7,2,1,103.231,20.945,59.667,21.971,5.615,3.860,2.813,2.446,0.465,0.000,6.394,66.323,35.9,,,,ok,
12_matrix_hybrid,schur R=14 T=2 s1,schur,64,1,1,1,14,2,128,128,128,10,7,2,1,1504.146,1039.666,659.726,314.917,2.784,331.659,79.368,1.340,0.222,0.000,114.130,960.287,35.9,,,,ok,
12_matrix_hybrid,schur R=14 T=4 s1,schur,64,1,1,1,14,4,128,128,128,10,7,2,1,1848.180,1233.482,858.316,336.838,1.653,417.363,109.286,0.880,0.130,0.000,123.714,1182.482,35.0,,,,ok,
12_matrix_hybrid,schur R=14 T=7 s1,schur,64,1,1,1,14,7,128,128,128,10,7,2,1,10354.348,2249.576,3947.761,3613.801,1.515,1399.272,1192.793,0.576,0.089,0.000,198.541,6648.050,35.0,,,,ok,
12_matrix_hybrid,schur R=14 T=8 s1,schur,64,1,1,1,14,8,128,128,128,10,7,2,1,10228.711,2286.947,3944.320,3562.071,1.330,1397.380,1218.103,0.490,0.079,0.000,104.938,6571.059,37.6,,,,ok,
12_matrix_hybrid,schur R=28 T=1 s1,schur,64,1,1,1,28,1,128,128,128,10,7,2,2,77.080,16.965,35.333,13.404,16.568,2.659,1.602,1.667,0.481,0.000,5.366,99.043,27.1,,,,ok,
12_matrix_hybrid,schur R=28 T=2 s1,schur,64,1,1,1,28,2,128,128,128,10,7,2,2,932.026,667.790,271.461,120.871,124.224,68.413,36.254,39.983,0.119,0.000,270.701,1186.481,26.2,,,,ok,
12_matrix_hybrid,schur R=28 T=4 s1,schur,64,1,1,1,28,4,128,128,128,10,7,2,2,6770.522,1712.702,1752.856,1502.790,1628.285,632.100,521.991,557.301,0.077,0.000,175.122,8688.094,25.4,,,,ok,
12_matrix_hybrid,schur R=56 T=1 s1,schur,64,1,1,1,56,1,128,128,128,10,7,4,2,41.359,11.475,18.619,8.774,7.899,1.587,0.999,0.773,0.189,0.000,2.519,106.278,22.8,,,,ok,
12_matrix_hybrid,schur R=56 T=2 s1,schur,64,1,1,1,56,2,128,128,128,10,7,4,2,3954.373,1957.043,1166.482,1083.255,633.320,381.704,297.557,243.586,0.087,0.000,148.382,10157.978,22.8,,,,ok,
12_matrix_hybrid,pipeline R=1 T=4 s1,pipeline,64,1,1,1,1,4,128,128,128,10,1,1,1,1303.886,0.007,837.743,169.771,178.004,45.237,35.735,36.188,1.204,0.000,0.004,62.174,355.2,,,,ok,
12_matrix_hybrid,pipeline R=1 T=7 s1,pipeline,64,1,1,1,1,7,128,128,128,10,1,1,1,1293.242,0.007,828.686,170.081,178.137,44.590,35.840,35.031,0.872,0.000,0.005,61.667,355.2,,,,ok,
12_matrix_hybrid,pipeline R=1 T=8 s1,pipeline,64,1,1,1,1,8,128,128,128,10,1,1,1,1357.480,0.007,876.865,171.093,191.537,45.339,35.956,35.836,0.848,0.000,0.006,64.730,355.2,,,,ok,
12_matrix_hybrid,pipeline R=1 T=14 s1,pipeline,64,1,1,1,1,14,128,128,128,10,1,1,1,1312.849,0.008,843.714,173.210,179.236,44.568,36.153,35.247,0.716,0.000,0.005,62.602,355.2,,,,ok,
12_matrix_hybrid,pipeline R=1 T=28 s1,pipeline,64,1,1,1,1,28,128,128,128,10,1,1,1,1512.560,0.008,949.599,207.746,214.433,52.513,44.513,43.053,0.698,0.000,0.005,72.124,353.5,,,,ok,
12_matrix_hybrid,pipeline R=1 T=56 s1,pipeline,64,1,1,1,1,56,128,128,128,10,1,1,1,1576.596,0.009,1000.604,205.340,229.897,53.231,43.890,42.971,0.653,0.000,0.010,75.178,333.4,,,,ok,
